Time,Thrust,T_cc,p_cc,OF,T_tank,p_tank,x_tank
[s],[N],[K],[Pa],[-],[K],[Pa],[-]
0,-644.513362522251,292,101326,5.07700269780741,292.372105263158,4964000,0.0432375370870025
0.0008,3597.09137248391,1959.27399594862,2023222.23657095,5.09321098143085,292.372105263158,4964000,0.0432375804827569
0.0016,5354.10738719343,1974.99516550513,2230058.35206977,5.06445323363557,292.372105263158,4964000,0.0432376241629345
0.0024,5530.35612077677,2646.18862782486,2626547.6744831,4.98997882917196,292.372105263158,4964000,0.0432376673580499
0.0032,5319.95703865143,2853.15164573998,2619895.45688069,4.9914525320984,292.372105263158,4964000,0.0432377092985864
0.004,5069.08380107422,2817.11939786925,2509720.94564126,5.01451968993342,292.372105263158,4964000,0.043237751270287
0.0048,4944.36619610166,2757.75481841851,2459498.56837154,5.02440846682346,292.372105263158,4964000,0.0432377936372946
0.0056,4959.94725481213,2740.48653960206,2472425.07304038,5.02184504133027,292.372105263158,4964000,0.0432378361781149
0.0064,5021.55364904139,2752.99735688456,2499934.49321126,5.01646699550261,292.372105263158,4964000,0.0432378786820925
0.0072,5055.04464420393,2769.24620267037,2512290.93143429,5.01400536835825,292.372105263158,4964000,0.0432379211016133
0.008,5049.74298347377,2774.99057802374,2508412.49226652,5.01478107553794,292.372105263158,4964000,0.0432379634860293
0.0088,5030.97441590514,2771.52247516286,2500271.23219364,5.01640028708323,292.372105263158,4964000,0.0432380058900786
0.0096,5020.6724587528,2766.63916896789,2496625.88872218,5.0171213108025,292.372105263158,4964000,0.0432380483280427
0.0104,5022.13755476371,2764.95589865465,2497926.23313013,5.0162494681867,292.354377870914,4961979.07728415,0.0435297333959846
0.0112,5027.47533313839,2766.32047830281,2500446.60017984,5.01574994853019,292.354377870914,4961979.07728415,0.0435298015473246
0.012,5029.71059555054,2767.57124559426,2501287.75662032,5.01558297359029,292.354377870914,4961979.07728415,0.0435298696955772
0.0128,5028.78008083792,2767.89241290208,2500883.18733658,5.01566329963264,292.354377870914,4961979.07728415,0.0435299378497778
0.0136,5027.10077802422,2767.53151163588,2500301.59946238,5.01577871878356,292.354377870914,4961979.07728415,0.0435300060166493
0.0144,5026.35017741435,2767.15638722833,2500177.21788515,5.01580339477822,292.354377870914,4961979.07728415,0.0435300741971491
0.0152,5026.56121930589,2767.08594144036,2500444.72595357,5.01575032042896,292.354377870914,4961979.07728415,0.043530142388814
0.016,5027.00327810284,2767.22761672243,2500771.08280678,5.01568555226385,292.354377870914,4961979.07728415,0.0435302105895318
0.0168,5027.16986551251,2767.37576114415,2500961.15659833,5.01564782143609,292.354377870914,4961979.07728415,0.0435302787989863
0.0176,5027.04695086449,2767.43314274361,2501032.68756115,5.01563362035324,292.354377870914,4961979.07728415,0.0435303470179148
0.0184,5026.85201449334,2767.4262749922,2501085.10187929,5.01562321390381,292.354377870914,4961979.07728415,0.0435304152469594
0.0192,5026.738179526,2767.41664331014,2501177.60862468,5.01560484617085,292.354377870914,4961979.07728415,0.0435304834862256
0.02,5026.71146752779,2767.43390783356,2501305.68258936,5.01557941373661,292.354377870914,4961979.07728415,0.0435305517354985
0.0208,5026.70738529115,2767.47058091274,2501439.75649706,5.01555278658434,292.354377870914,4961979.07728415,0.0435306199945886
0.0216,5026.67963904275,2767.50831964493,2501561.86245306,5.01486646491079,292.335346900103,4959809.54661172,0.0438435060805346
0.0224,5026.37881144216,2767.85008389513,2501590.5559958,5.01486075715062,292.335346900103,4959809.54661172,0.043843601924813
0.0232,5025.44258712759,2767.60770986048,2501255.44674476,5.01492740799113,292.335346900103,4959809.54661172,0.043843697783631
0.024,5024.90007278628,2767.38184056961,2501175.66183514,5.01494327355657,292.335346900103,4959809.54661172,0.0438437936597584
0.0248,5024.9040925113,2767.31926403535,2501337.83666555,5.01491102316329,292.335346900103,4959809.54661172,0.0438438895512577
0.0256,5025.11494581734,2767.38914380789,2501567.64850488,5.01486531395352,292.335346900103,4959809.54661172,0.0438439854562922
0.0264,5025.22108599323,2767.48468408967,2501739.55843994,5.01483111490674,292.335346900103,4959809.54661172,0.0438440813743499
0.0272,5025.16260854223,2767.53880775723,2501841.45170619,5.01481084208565,292.335346900103,4959809.54661172,0.0438441773058736
0.028,5025.0389507096,2767.55316933602,2501921.31086997,5.01479495184714,292.335346900103,4959809.54661172,0.0438442732513994
0.0288,5024.94460403518,2767.55901685841,2502017.35934981,5.01477583871272,292.335346900103,4959809.54661172,0.0438443692110976
0.0296,5024.8993355835,2767.57684345577,2502134.15873273,5.01475259394387,292.335346900103,4959809.54661172,0.0438444651848484
0.0304,5024.87437186527,2767.60660274948,2502257.73614587,5.0147279974822,292.335346900103,4959809.54661172,0.0438445611724965
0.0312,5024.84133220311,2767.6391061664,2502376.5553266,5.01470434540189,292.335346900103,4959809.54661172,0.0438446571739932
0.032,5024.79376658871,2767.66812321749,2502489.00810765,5.0146819581916,292.335346900103,4959809.54661172,0.0438447531893775
0.0328,5024.73995599232,2767.69351607029,2502599.14951322,5.01400883968849,292.316110315873,4957644.35537778,0.0441572484659372
0.0336,5024.44662070378,2768.02295571953,2502629.30240975,5.01400282763344,292.316110315873,4957644.35537778,0.0441573719996186
0.0344,5023.54565624248,2767.79084847108,2502309.36295601,5.01406661033207,292.316110315873,4957644.35537778,0.0441574955520389
0.0352,5023.0180673663,2767.57299778798,2502232.38754917,5.01408195319845,292.316110315873,4957644.35537778,0.0441576191266427
0.036,5023.01475899385,2767.51075877119,2502387.88025498,5.01405095899545,292.316110315873,4957644.35537778,0.0441577427210479
0.0368,5023.21420057037,2767.57649725423,2502610.60558165,5.01400655553273,292.316110315873,4957644.35537778,0.0441578663329743
0.0376,5023.31747960501,2767.66875301385,2502779.75153988,5.01397282770335,292.316110315873,4957644.35537778,0.0441579899617644
0.0384,5023.26363298847,2767.72246562226,2502881.86509024,5.01395246360504,292.316110315873,4957644.35537778,0.0441581136079476
0.0392,5023.14508584586,2767.7378710883,2502961.69828709,5.01393654143557,292.316110315873,4957644.35537778,0.0441582372721873
0.04,5023.05235016855,2767.74425819549,2503056.04277063,5.01391772356117,292.316110315873,4957644.35537778,0.0441583609547066
0.0408,5023.0061244803,2767.76154517022,2503170.14286474,5.01389496303309,292.316110315873,4957644.35537778,0.0441584846553667
0.0416,5022.98024918078,2767.79029157165,2503291.19853057,5.01387081236549,292.316110315873,4957644.35537778,0.0441586083739766
0.0424,5022.94762031995,2767.8220052504,2503408.11875835,5.01384748412819,292.316110315873,4957644.35537778,0.0441587321104721
0.0432,5022.90134133335,2767.85062377068,2503519.01161485,5.01382535613515,292.316110315873,4957644.35537778,0.0441588558648972
0.044,5022.84875592829,2767.87577635646,2503627.51823568,5.01315524472862,292.296768541193,4955478.07661364,0.0444714521900471
0.0448,5022.55869471952,2768.20195037903,2503656.3666975,5.01314947953426,292.296768541193,4955478.07661364,0.044471603470395
0.0456,5021.66880070775,2767.97475407264,2503340.1230697,5.01321267048159,292.296768541193,4955478.07661364,0.0444717547737229
0.0464,5021.14178387824,2767.75826149942,2503260.49700732,5.01322857820851,292.296768541193,4955478.07661364,0.0444719061041992
0.0472,5021.13210896817,2767.69379526961,2503410.49352909,5.013198610859,292.296768541193,4955478.07661364,0.0444720574589755
0.048,5021.32716791543,2767.75651747231,2503629.3293657,5.01315488278956,292.296768541193,4955478.07661364,0.0444722088352872
0.0488,5021.4318732793,2767.84738097825,2503797.36655603,5.01312129931539,292.296768541193,4955478.07661364,0.0444723602323079
0.0496,5021.38240925759,2767.90145944662,2503899.43151125,5.01310089831106,292.296768541193,4955478.07661364,0.0444725116506545
0.0504,5021.26690896531,2767.91760142353,2503978.36559135,5.01308511943399,292.296768541193,4955478.07661364,0.0444726630911279
0.0512,5021.17451295753,2767.92399107481,2504070.57840485,5.01306668467532,292.296768541193,4955478.07661364,0.0444728145540124
0.052,5021.1273831527,2767.94052550719,2504182.11199542,5.01304438527914,292.296768541193,4955478.07661364,0.0444729660391524
0.0528,5021.10117777242,2767.9683610618,2504300.95363227,5.01302062220279,292.296768541193,4955478.07661364,0.0444731175463192
0.0536,5021.06930991349,2767.99945309363,2504416.15276458,5.01299758495471,292.296768541193,4955478.07661364,0.0444732690754292
0.0544,5021.02428480384,2768.02774727592,2504525.50190044,5.01297571528766,292.296768541193,4955478.07661364,0.044473420626531
0.0552,5020.97274151649,2768.05264351812,2504632.34055586,5.01230483416423,292.277429824777,4953312.14037508,0.0447857220382497
0.056,5020.68469512342,2768.37745017143,2504659.54964454,5.01229938421472,292.277429824777,4953312.14037508,0.0447859011081224
0.0568,5019.80084883199,2768.15365061593,2504344.48675439,5.01236248250024,292.277429824777,4953312.14037508,0.0447860802052387
0.0576,5019.27164534908,2767.93713901903,2504261.18181543,5.01237916305643,292.277429824777,4953312.14037508,0.0447862593345052
0.0584,5019.25587991774,2767.86998308227,2504405.99587702,5.01235016539689,292.277429824777,4953312.14037508,0.0447864384926116
0.0592,5019.44791629032,2767.9299284325,2504621.59140445,5.012306987169,292.277429824777,4953312.14037508,0.0447866176762987
0.06,5019.55480272702,2768.01975240611,2504788.83788896,5.01227348604069,292.277429824777,4953312.14037508,0.0447867968845583
0.0608,5019.50962156251,2768.07432756536,2504890.81858733,5.01225305573736,292.277429824777,4953312.14037508,0.0447869761180872
0.0616,5019.39678586542,2768.09115071961,2504968.73517381,5.01223744501165,292.277429824777,4953312.14037508,0.044787155377826
0.0624,5019.30452937064,2768.09746553917,2505058.79385801,5.01221940018553,292.277429824777,4953312.14037508,0.0447873346641249
0.0632,5019.25652130692,2768.1132328495,2505167.82925125,5.01219755102235,292.277429824777,4953312.14037508,0.044787513976816
0.064,5019.23006964954,2768.14018817951,2505284.53837413,5.01217416169649,292.277429824777,4953312.14037508,0.0447876933156326
0.0648,5019.1989875001,2768.17068923064,2505398.06829691,5.01215140706914,292.277429824777,4953312.14037508,0.0447878726804701
0.0656,5019.15518468237,2768.19867155774,2505505.90403208,5.012129791495,292.277429824777,4953312.14037508,0.0447880520713795
0.0664,5019.10464612879,2768.22331446489,2505611.10591499,5.01145831888928,292.258099466292,4951147.14022468,0.045099973498955
0.0672,5018.81864273755,2768.54668698904,2505636.7376731,5.01145317332678,292.258099466292,4951147.14022468,0.0451001803940264
0.068,5017.94100402339,2768.32629884629,2505322.9760884,5.01151615237906,292.258099466292,4951147.14022468,0.0451003873206239
0.0688,5017.40986182551,2768.10988341816,2505236.15619384,5.01153357585489,292.258099466292,4951147.14022468,0.0451005942843819
0.0696,5017.38808460997,2768.04013775305,2505375.86654806,5.01150553735285,292.258099466292,4951147.14022468,0.0451008012815469
0.0704,5017.57697216936,2768.09732030138,2505588.20152982,5.01146291682941,292.258099466292,4951147.14022468,0.0451010083083701
0.0712,5017.68585805449,2768.18605509248,2505754.61741569,5.01142950745105,292.258099466292,4951147.14022468,0.0451012153636527
0.072,5017.64487872074,2768.24108184561,2505856.52805289,5.01140904549099,292.258099466292,4951147.14022468,0.0451014224481628
0.0728,5017.53475389322,2768.25858904167,2505933.50060641,5.01139358939979,292.258099466292,4951147.14022468,0.045101629562976
0.0736,5017.44272196598,2768.26486946314,2506021.49104586,5.01137591956389,292.258099466292,4951147.14022468,0.0451018367085127
0.0744,5017.39386728893,2768.27990987884,2506128.08498367,5.01135451192585,292.258099466292,4951147.14022468,0.0451020438845974
0.0752,5017.36713126916,2768.30600090367,2506242.68642495,5.01133149375014,292.258099466292,4951147.14022468,0.0451022510909273
0.076,5017.33677365998,2768.33590713098,2506354.56434947,5.01130902024289,292.258099466292,4951147.14022468,0.0451024583273759
0.0768,5017.29415656952,2768.36357262219,2506460.91725052,5.01128765441343,292.258099466292,4951147.14022468,0.0451026655939947
0.0776,5017.24461993419,2768.38796813213,2506564.52805174,5.01061558759672,292.238777457481,4948983.07523786,0.0454142077462033
0.0784,5016.96064864876,2768.70993190775,2506588.63134546,5.01061073810776,292.238777457481,4948983.07523786,0.0454144425024631
0.0792,5016.08914992044,2768.49290714856,2506276.17412706,5.0106735948846,292.238777457481,4948983.07523786,0.0454146772945492
0.08,5015.55617207637,2768.27663387102,2506185.94303317,5.01069174321604,292.238777457481,4948983.07523786,0.0454149121288165
0.0808,5015.52846368491,2768.20436917927,2506320.63461331,5.01066465191395,292.238777457481,4948983.07523786,0.045415147001085
0.0816,5015.71414539421,2768.25881220793,2506529.71922264,5.01062259080657,292.238777457481,4948983.07523786,0.045415381907121
0.0824,5015.82489653696,2768.34642778835,2506695.2819624,5.01058927911834,292.238777457481,4948983.07523786,0.0454156168455282
0.0832,5015.78803840156,2768.40186987109,2506797.13339738,5.0105687837844,292.238777457481,4948983.07523786,0.0454158518171336
0.084,5015.68064855585,2768.42006033019,2506873.22378159,5.01055347102627,292.238777457481,4948983.07523786,0.0454160868231469
0.0848,5015.58891103109,2768.42633972794,2506959.22456502,5.01053616255708,292.238777457481,4948983.07523786,0.045416321864062
0.0856,5015.53924210527,2768.44069020868,2507063.43361181,5.01051518765543,292.238777457481,4948983.07523786,0.0454165569396992
0.0864,5015.51219207104,2768.46593394043,2507175.95485983,5.01049253742441,292.238777457481,4948983.07523786,0.0454167920497217
0.0872,5015.48250358871,2768.49524370791,2507286.19899821,5.01047034328061,292.238777457481,4948983.07523786,0.0454170271939805
0.088,5015.44103552741,2768.52258810757,2507391.09798197,5.01044922311,292.238777457481,4948983.07523786,0.0454172623725254
0.0888,5015.39249507282,2768.54674124377,2507493.16072961,5.00977655290191,292.219463589155,4946819.92198531,0.0457284291900231
0.0896,5015.11054125601,2768.86732332158,2507515.78161309,5.00977199165377,292.219463589155,4946819.92198531,0.0457286918440611
0.0904,5014.24510821767,2768.65361220123,2507204.62731978,5.0098347240649,292.219463589155,4946819.92198531,0.0457289545382432
0.0912,5013.71038980459,2768.43752281326,2507111.08408477,5.00985357996471,292.219463589155,4946819.92198531,0.0457292172796375
0.092,5013.67683138314,2768.36280751906,2507240.84099945,5.00982742388431,292.219463589155,4946819.92198531,0.0457294800636533
0.0928,5013.85925657077,2768.41453544301,2507446.68725326,5.0097859234592,292.219463589155,4946819.92198531,0.0457297428855781
0.0936,5013.971743378,2768.5010039488,2507611.37504856,5.00975271525297,292.219463589155,4946819.92198531,0.0457300057438097
0.0944,5013.93892475723,2768.55682557177,2507713.17611084,5.00973218521154,292.219463589155,4946819.92198531,0.0457302686392259
0.0952,5013.83428990971,2768.57569694072,2507788.44289582,5.00971700504859,292.219463589155,4946819.92198531,0.045730531573165
0.096,5013.74291439869,2768.58200677221,2507872.53043822,5.00970004462407,292.219463589155,4946819.92198531,0.0457307945461974
0.0968,5013.69246515266,2768.59570360504,2507974.41081291,5.00967949362581,292.219463589155,4946819.92198531,0.0457310575581451
0.0976,5013.66507469841,2768.62011763973,2508084.87965449,5.00965720800135,292.219463589155,4946819.92198531,0.0457313206086393
0.0984,5013.63600180126,2768.64883003293,2508193.50772879,5.00963529150862,292.219463589155,4946819.92198531,0.0457315836975065
0.0992,5013.59564562154,2768.67584904248,2508296.98013329,5.00961441316347,292.219463589155,4946819.92198531,0.045731846824794
0.1,5013.54809420613,2768.69976406392,2508397.53593274,5.00894114056513,292.200157948381,4944657.69021864,0.046042637472501
0.1008,5013.2681465973,2769.01898593154,2508418.72019997,5.008936859697,292.200157948381,4944657.69021864,0.046042928061084
0.1016,5012.40871895128,2768.80854334366,2508108.8736304,5.00899946443901,292.200157948381,4944657.69021864,0.0460432186941466
0.1024,5011.87236050322,2768.5926815783,2508012.11759442,5.00901901040233,292.200157948381,4944657.69021864,0.0460435093794631
0.1032,5011.83303311824,2768.5155842516,2508137.0222998,5.00899377771791,292.200157948381,4944657.69021864,0.0460438001120488
0.104,5012.01215131526,2768.56462174645,2508339.64136484,5.00895283933961,292.200157948381,4944657.69021864,0.046044090886715
0.1048,5012.12624476117,2768.64991582848,2508503.43169812,5.00891974055515,292.200157948381,4944657.69021864,0.0460443817016478
0.1056,5012.09738287141,2768.7060809547,2508605.18941338,5.00889917481494,292.200157948381,4944657.69021864,0.0460446725577657
0.1064,5011.99552066931,2768.7256295621,2508679.68871049,5.00888411691203,292.200157948381,4944657.69021864,0.0460449634565335
0.1072,5011.90457369864,2768.73199986194,2508761.93773293,5.00886749142148,292.200157948381,4944657.69021864,0.0460452543985999
0.108,5011.85337957377,2768.74507887116,2508861.54527766,5.00884735545911,292.200157948381,4944657.69021864,0.0460455453837931
0.1088,5011.82562497925,2768.7686813093,2508969.98959816,5.0088254310124,292.200157948381,4944657.69021864,0.0460458364117143
0.1096,5011.79711565359,2768.79679600449,2509077.01876947,5.0088037905195,292.200157948381,4944657.69021864,0.0460461274821648
0.1104,5011.75783378504,2768.82348525394,2509179.0904414,5.00878315040576,292.200157948381,4944657.69021864,0.0460464185951874
0.1112,5011.71126301154,2768.84716571132,2509278.17859586,5.00810927543916,292.180860587388,4942496.3857875,0.0463568328013621
0.112,5011.43330978866,2769.16504847939,2509297.97047076,5.00810526732957,292.180860587388,4942496.3857875,0.0463571513614825
0.1128,5010.57982753554,2768.95782977056,2508989.43546922,5.00816774133067,292.180860587388,4942496.3857875,0.0463574699704358
0.1136,5010.04192557662,2768.74223728117,2508889.56298564,5.00818796029954,292.180860587388,4942496.3857875,0.0463577886366944
0.1144,5009.99691034525,2768.66282500855,2509009.696822,5.00816363923641,292.180860587388,4942496.3857875,0.0463581073548952
0.1152,5010.17267520206,2768.70919748628,2509209.10078124,5.00812326401368,292.180860587388,4942496.3857875,0.0463584261193804
0.116,5010.28824960433,2768.79329136871,2509371.97149094,5.00809028052242,292.180860587388,4942496.3857875,0.0463587449281158
0.1168,5010.26326087743,2768.84976429182,2509473.69113044,5.00806967842806,292.180860587388,4942496.3857875,0.0463590637820523
0.1176,5010.16418561814,2768.86998511896,2509547.47618411,5.00805473294154,292.180860587388,4942496.3857875,0.046359382682776
0.1184,5010.07373174912,2768.87644421979,2509627.95940038,5.00803842955474,292.180860587388,4942496.3857875,0.0463597016310177
0.1192,5010.02182945928,2768.88894056117,2509725.34953915,5.00801869973765,292.180860587388,4942496.3857875,0.0463600206266154
0.12,5009.99368991467,2768.91174997621,2509831.79746125,5.00799713292258,292.180860587388,4942496.3857875,0.0463603396691425
0.1208,5009.96569399493,2768.93926732414,2509937.2444974,5.00797576680768,292.180860587388,4942496.3857875,0.0463606587583754
