Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
216.00	4.5000	1142.0	0.00087562	52.066	56.006	0.26156	0.92794	1.7520	959.58	-0.19787	undefined	undefined	liquid
217.00	4.5000	1138.8	0.00087808	53.808	57.759	0.26965	0.92721	1.7546	953.36	-0.19449	undefined	undefined	liquid
218.00	4.5000	1135.6	0.00088057	55.553	59.515	0.27773	0.92649	1.7572	947.14	-0.19103	undefined	undefined	liquid
219.00	4.5000	1132.4	0.00088308	57.300	61.274	0.28578	0.92579	1.7600	940.92	-0.18749	undefined	undefined	liquid
220.00	4.5000	1129.2	0.00088562	59.050	63.035	0.29380	0.92510	1.7629	934.70	-0.18385	undefined	undefined	liquid
221.00	4.5000	1125.9	0.00088819	60.803	64.800	0.30180	0.92443	1.7658	928.47	-0.18013	undefined	undefined	liquid
222.00	4.5000	1122.6	0.00089078	62.558	66.567	0.30978	0.92377	1.7689	922.23	-0.17631	undefined	undefined	liquid
223.00	4.5000	1119.3	0.00089340	64.317	68.337	0.31774	0.92313	1.7720	916.00	-0.17239	undefined	undefined	liquid
224.00	4.5000	1116.0	0.00089605	66.079	70.111	0.32567	0.92250	1.7752	909.75	-0.16838	undefined	undefined	liquid
225.00	4.5000	1112.7	0.00089874	67.844	71.888	0.33359	0.92188	1.7786	903.50	-0.16426	undefined	undefined	liquid
226.00	4.5000	1109.3	0.00090145	69.612	73.668	0.34148	0.92128	1.7820	897.25	-0.16004	undefined	undefined	liquid
227.00	4.5000	1106.0	0.00090419	71.383	75.452	0.34936	0.92070	1.7855	890.99	-0.15571	undefined	undefined	liquid
228.00	4.5000	1102.6	0.00090696	73.158	77.239	0.35721	0.92012	1.7892	884.72	-0.15126	undefined	undefined	liquid
229.00	4.5000	1099.2	0.00090977	74.936	79.030	0.36505	0.91956	1.7929	878.45	-0.14671	undefined	undefined	liquid
230.00	4.5000	1095.8	0.00091261	76.718	80.825	0.37287	0.91901	1.7968	872.16	-0.14203	undefined	undefined	liquid
231.00	4.5000	1092.3	0.00091549	78.504	82.624	0.38068	0.91848	1.8008	865.87	-0.13723	undefined	undefined	liquid
232.00	4.5000	1088.9	0.00091840	80.294	84.427	0.38847	0.91796	1.8049	859.57	-0.13230	undefined	undefined	liquid
233.00	4.5000	1085.4	0.00092135	82.088	86.234	0.39624	0.91745	1.8091	853.26	-0.12724	undefined	undefined	liquid
234.00	4.5000	1081.9	0.00092433	83.886	88.045	0.40399	0.91696	1.8135	846.94	-0.12205	undefined	undefined	liquid
235.00	4.5000	1078.3	0.00092736	85.688	89.861	0.41174	0.91648	1.8180	840.61	-0.11671	undefined	undefined	liquid
236.00	4.5000	1074.8	0.00093042	87.494	91.681	0.41947	0.91601	1.8226	834.27	-0.11123	undefined	undefined	liquid
237.00	4.5000	1071.2	0.00093352	89.305	93.506	0.42718	0.91556	1.8274	827.92	-0.10560	undefined	undefined	liquid
238.00	4.5000	1067.6	0.00093667	91.121	95.336	0.43489	0.91512	1.8324	821.55	-0.099810	undefined	undefined	liquid
239.00	4.5000	1064.0	0.00093986	92.942	97.171	0.44258	0.91469	1.8374	815.17	-0.093859	undefined	undefined	liquid
240.00	4.5000	1060.3	0.00094309	94.767	99.011	0.45027	0.91428	1.8427	808.77	-0.087740	undefined	undefined	liquid
241.00	4.5000	1056.7	0.00094637	96.598	100.86	0.45794	0.91388	1.8481	802.36	-0.081446	undefined	undefined	liquid
242.00	4.5000	1053.0	0.00094970	98.434	102.71	0.46560	0.91349	1.8536	795.94	-0.074970	undefined	undefined	liquid
243.00	4.5000	1049.2	0.00095307	100.27	104.56	0.47326	0.91311	1.8594	789.50	-0.068304	undefined	undefined	liquid
244.00	4.5000	1045.5	0.00095650	102.12	106.43	0.48091	0.91275	1.8653	783.03	-0.061442	undefined	undefined	liquid
245.00	4.5000	1041.7	0.00095997	103.97	108.29	0.48855	0.91240	1.8715	776.55	-0.054375	undefined	undefined	liquid
246.00	4.5000	1037.9	0.00096350	105.83	110.17	0.49618	0.91207	1.8778	770.06	-0.047095	undefined	undefined	liquid
247.00	4.5000	1034.0	0.00096709	107.70	112.05	0.50382	0.91175	1.8844	763.53	-0.039592	undefined	undefined	liquid
248.00	4.5000	1030.2	0.00097073	109.57	113.94	0.51144	0.91144	1.8911	756.99	-0.031856	undefined	undefined	liquid
249.00	4.5000	1026.2	0.00097443	111.45	115.83	0.51907	0.91115	1.8981	750.43	-0.023877	undefined	undefined	liquid
250.00	4.5000	1022.3	0.00097819	113.33	117.73	0.52669	0.91087	1.9054	743.84	-0.015644	undefined	undefined	liquid
251.00	4.5000	1018.3	0.00098202	115.22	119.64	0.53431	0.91061	1.9129	737.22	-0.0071453	undefined	undefined	liquid
252.00	4.5000	1014.3	0.00098591	117.12	121.56	0.54193	0.91036	1.9207	730.58	0.0016318	undefined	undefined	liquid
253.00	4.5000	1010.2	0.00098987	119.03	123.48	0.54955	0.91012	1.9287	723.91	0.010701	undefined	undefined	liquid
254.00	4.5000	1006.1	0.00099390	120.95	125.42	0.55718	0.90991	1.9371	717.20	0.020076	undefined	undefined	liquid
255.00	4.5000	1002.0	0.00099800	122.87	127.36	0.56481	0.90970	1.9457	710.47	0.029774	undefined	undefined	liquid
256.00	4.5000	997.82	0.0010022	124.80	129.31	0.57244	0.90952	1.9548	703.70	0.039809	undefined	undefined	liquid
257.00	4.5000	993.60	0.0010064	126.74	131.27	0.58008	0.90935	1.9641	696.90	0.050202	undefined	undefined	liquid
258.00	4.5000	989.33	0.0010108	128.69	133.24	0.58772	0.90920	1.9738	690.06	0.060969	undefined	undefined	liquid
259.00	4.5000	985.02	0.0010152	130.65	135.22	0.59538	0.90906	1.9840	683.18	0.072134	undefined	undefined	liquid
260.00	4.5000	980.65	0.0010197	132.62	137.21	0.60305	0.90895	1.9945	676.26	0.083717	undefined	undefined	liquid
261.00	4.5000	976.24	0.0010243	134.60	139.21	0.61072	0.90885	2.0055	669.29	0.095743	undefined	undefined	liquid
262.00	4.5000	971.77	0.0010291	136.59	141.22	0.61841	0.90878	2.0170	662.27	0.10824	undefined	undefined	liquid
263.00	4.5000	967.25	0.0010339	138.59	143.24	0.62612	0.90872	2.0290	655.21	0.12123	undefined	undefined	liquid
264.00	4.5000	962.66	0.0010388	140.60	145.28	0.63384	0.90869	2.0416	648.09	0.13476	undefined	undefined	liquid
265.00	4.5000	958.02	0.0010438	142.63	147.32	0.64159	0.90868	2.0548	640.92	0.14885	undefined	undefined	liquid
266.00	4.5000	953.31	0.0010490	144.66	149.38	0.64935	0.90870	2.0685	633.68	0.16353	undefined	undefined	liquid
267.00	4.5000	948.54	0.0010543	146.72	151.46	0.65714	0.90874	2.0830	626.39	0.17887	undefined	undefined	liquid
268.00	4.5000	943.70	0.0010597	148.78	153.55	0.66496	0.90881	2.0983	619.02	0.19488	undefined	undefined	liquid
269.00	4.5000	938.78	0.0010652	150.86	155.66	0.67280	0.90891	2.1143	611.58	0.21164	undefined	undefined	liquid
270.00	4.5000	933.78	0.0010709	152.96	157.78	0.68068	0.90904	2.1313	604.07	0.22919	undefined	undefined	liquid
271.00	4.5000	928.70	0.0010768	155.07	159.92	0.68859	0.90921	2.1492	596.47	0.24759	undefined	undefined	liquid
272.00	4.5000	923.54	0.0010828	157.21	162.08	0.69654	0.90941	2.1681	588.78	0.26692	undefined	undefined	liquid
273.00	4.5000	918.28	0.0010890	159.36	164.26	0.70453	0.90965	2.1882	580.99	0.28724	undefined	undefined	liquid
274.00	4.5000	912.93	0.0010954	161.53	166.46	0.71257	0.90993	2.2096	573.11	0.30865	undefined	undefined	liquid
275.00	4.5000	907.47	0.0011020	163.72	168.68	0.72066	0.91026	2.2325	565.11	0.33124	undefined	undefined	liquid
276.00	4.5000	901.90	0.0011088	165.93	170.92	0.72881	0.91064	2.2569	556.99	0.35512	undefined	undefined	liquid
277.00	4.5000	896.21	0.0011158	168.17	173.19	0.73702	0.91108	2.2830	548.74	0.38041	undefined	undefined	liquid
278.00	4.5000	890.39	0.0011231	170.43	175.49	0.74530	0.91158	2.3112	540.35	0.40727	undefined	undefined	liquid
279.00	4.5000	884.43	0.0011307	172.73	177.81	0.75365	0.91214	2.3416	531.81	0.43585	undefined	undefined	liquid
280.00	4.5000	878.32	0.0011385	175.05	180.17	0.76209	0.91279	2.3746	523.10	0.46635	undefined	undefined	liquid
281.00	4.5000	872.05	0.0011467	177.40	182.56	0.77061	0.91351	2.4105	514.20	0.49898	undefined	undefined	liquid
282.00	4.5000	865.60	0.0011553	179.80	184.99	0.77925	0.91434	2.4497	505.10	0.53402	undefined	undefined	liquid
283.00	4.5000	858.95	0.0011642	182.23	187.46	0.78799	0.91527	2.4929	495.77	0.57178	undefined	undefined	liquid
284.00	4.5000	852.09	0.0011736	184.70	189.98	0.79687	0.91633	2.5408	486.19	0.61263	undefined	undefined	liquid
285.00	4.5000	844.98	0.0011835	187.22	192.55	0.80589	0.91753	2.5942	476.32	0.65703	undefined	undefined	liquid
286.00	4.5000	837.61	0.0011939	189.80	195.17	0.81508	0.91890	2.6542	466.14	0.70554	undefined	undefined	liquid
287.00	4.5000	829.92	0.0012049	192.44	197.86	0.82446	0.92047	2.7223	455.59	0.75887	undefined	undefined	liquid
288.00	4.5000	821.89	0.0012167	195.14	200.62	0.83406	0.92228	2.8006	444.62	0.81790	undefined	undefined	liquid
288.11	4.5000	820.95	0.0012181	195.46	200.94	0.83518	0.92250	2.8103	443.33	0.82508	undefined	undefined	liquid
288.11	4.5000	134.05	0.0074601	356.10	389.67	1.4902	0.94924	2.4815	202.07	12.977	undefined	undefined	vapor
289.00	4.5000	131.94	0.0075793	357.71	391.82	1.4977	0.93824	2.3723	203.83	12.851	undefined	undefined	vapor
290.00	4.5000	129.73	0.0077080	359.45	394.14	1.5057	0.92697	2.2668	205.72	12.712	undefined	undefined	vapor
291.00	4.5000	127.69	0.0078314	361.12	396.36	1.5133	0.91673	2.1760	207.51	12.577	undefined	undefined	vapor
292.00	4.5000	125.78	0.0079502	362.72	398.49	1.5206	0.90741	2.0970	209.21	12.444	undefined	undefined	vapor
293.00	4.5000	124.00	0.0080648	364.26	400.55	1.5277	0.89887	2.0275	210.85	12.315	undefined	undefined	vapor
294.00	4.5000	122.31	0.0081758	365.76	402.55	1.5345	0.89104	1.9658	212.41	12.189	undefined	undefined	vapor
295.00	4.5000	120.72	0.0082835	367.21	404.49	1.5411	0.88384	1.9107	213.92	12.065	undefined	undefined	vapor
296.00	4.5000	119.21	0.0083883	368.63	406.37	1.5475	0.87720	1.8612	215.38	11.943	undefined	undefined	vapor
297.00	4.5000	117.78	0.0084905	370.00	408.21	1.5537	0.87106	1.8164	216.78	11.824	undefined	undefined	vapor
298.00	4.5000	116.41	0.0085902	371.35	410.01	1.5597	0.86538	1.7756	218.15	11.707	undefined	undefined	vapor
299.00	4.5000	115.11	0.0086877	372.67	411.76	1.5656	0.86011	1.7384	219.47	11.592	undefined	undefined	vapor
300.00	4.5000	113.85	0.0087832	373.96	413.49	1.5713	0.85521	1.7043	220.75	11.480	undefined	undefined	vapor
