Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
236.00	4.0000	1073.3	0.00093167	87.855	91.581	0.42102	0.91585	1.8275	830.47	-0.10758	undefined	undefined	liquid
237.00	4.0000	1069.7	0.00093480	89.672	93.411	0.42875	0.91540	1.8325	824.07	-0.10181	undefined	undefined	liquid
238.00	4.0000	1066.1	0.00093798	91.494	95.246	0.43648	0.91496	1.8376	817.65	-0.095884	undefined	undefined	liquid
239.00	4.0000	1062.5	0.00094120	93.322	97.086	0.44420	0.91454	1.8428	811.22	-0.089787	undefined	undefined	liquid
240.00	4.0000	1058.8	0.00094447	95.154	98.932	0.45190	0.91413	1.8482	804.77	-0.083514	undefined	undefined	liquid
241.00	4.0000	1055.1	0.00094779	96.992	100.78	0.45960	0.91374	1.8538	798.31	-0.077059	undefined	undefined	liquid
242.00	4.0000	1051.4	0.00095115	98.835	102.64	0.46729	0.91335	1.8596	791.83	-0.070414	undefined	undefined	liquid
243.00	4.0000	1047.6	0.00095457	100.68	104.50	0.47497	0.91298	1.8656	785.33	-0.063572	undefined	undefined	liquid
244.00	4.0000	1043.8	0.00095803	102.54	106.37	0.48264	0.91263	1.8718	778.81	-0.056524	undefined	undefined	liquid
245.00	4.0000	1040.0	0.00096155	104.40	108.25	0.49031	0.91229	1.8781	772.27	-0.049261	undefined	undefined	liquid
246.00	4.0000	1036.1	0.00096513	106.27	110.13	0.49797	0.91196	1.8847	765.71	-0.041775	undefined	undefined	liquid
247.00	4.0000	1032.2	0.00096876	108.14	112.02	0.50563	0.91165	1.8915	759.12	-0.034055	undefined	undefined	liquid
248.00	4.0000	1028.3	0.00097245	110.02	113.91	0.51329	0.91135	1.8986	752.51	-0.026090	undefined	undefined	liquid
249.00	4.0000	1024.4	0.00097620	111.91	115.81	0.52095	0.91107	1.9059	745.88	-0.017870	undefined	undefined	liquid
250.00	4.0000	1020.4	0.00098002	113.80	117.72	0.52860	0.91080	1.9134	739.22	-0.0093827	undefined	undefined	liquid
251.00	4.0000	1016.4	0.00098390	115.70	119.64	0.53625	0.91054	1.9213	732.53	-0.00061478	undefined	undefined	liquid
252.00	4.0000	1012.3	0.00098785	117.61	121.56	0.54391	0.91030	1.9294	725.81	0.0084472	undefined	undefined	liquid
253.00	4.0000	1008.2	0.00099187	119.53	123.50	0.55157	0.91008	1.9378	719.06	0.017818	undefined	undefined	liquid
254.00	4.0000	1004.0	0.00099597	121.46	125.44	0.55923	0.90987	1.9466	712.27	0.027513	undefined	undefined	liquid
255.00	4.0000	999.86	0.0010001	123.39	127.39	0.56689	0.90968	1.9557	705.46	0.037550	undefined	undefined	liquid
256.00	4.0000	995.63	0.0010044	125.33	129.35	0.57457	0.90951	1.9651	698.60	0.047947	undefined	undefined	liquid
257.00	4.0000	991.35	0.0010087	127.29	131.32	0.58225	0.90935	1.9750	691.70	0.058723	undefined	undefined	liquid
258.00	4.0000	987.03	0.0010131	129.25	133.30	0.58994	0.90922	1.9852	684.77	0.069899	undefined	undefined	liquid
259.00	4.0000	982.65	0.0010177	131.22	135.29	0.59764	0.90910	1.9959	677.79	0.081500	undefined	undefined	liquid
260.00	4.0000	978.23	0.0010223	133.21	137.29	0.60535	0.90900	2.0071	670.76	0.093549	undefined	undefined	liquid
261.00	4.0000	973.75	0.0010270	135.20	139.31	0.61308	0.90892	2.0187	663.69	0.10607	undefined	undefined	liquid
262.00	4.0000	969.21	0.0010318	137.20	141.33	0.62082	0.90887	2.0309	656.56	0.11910	undefined	undefined	liquid
263.00	4.0000	964.61	0.0010367	139.22	143.37	0.62858	0.90884	2.0436	649.37	0.13267	undefined	undefined	liquid
264.00	4.0000	959.95	0.0010417	141.25	145.42	0.63636	0.90883	2.0570	642.13	0.14681	undefined	undefined	liquid
265.00	4.0000	955.23	0.0010469	143.30	147.48	0.64416	0.90884	2.0710	634.83	0.16156	undefined	undefined	liquid
266.00	4.0000	950.44	0.0010521	145.35	149.56	0.65199	0.90889	2.0858	627.46	0.17697	undefined	undefined	liquid
267.00	4.0000	945.58	0.0010576	147.42	151.66	0.65985	0.90896	2.1013	620.01	0.19308	undefined	undefined	liquid
268.00	4.0000	940.64	0.0010631	149.51	153.76	0.66773	0.90906	2.1176	612.49	0.20994	undefined	undefined	liquid
269.00	4.0000	935.62	0.0010688	151.62	155.89	0.67565	0.90920	2.1349	604.89	0.22760	undefined	undefined	liquid
270.00	4.0000	930.52	0.0010747	153.74	158.03	0.68361	0.90937	2.1532	597.21	0.24615	undefined	undefined	liquid
271.00	4.0000	925.33	0.0010807	155.87	160.20	0.69160	0.90957	2.1726	589.42	0.26563	undefined	undefined	liquid
272.00	4.0000	920.04	0.0010869	158.03	162.38	0.69964	0.90982	2.1932	581.54	0.28615	undefined	undefined	liquid
273.00	4.0000	914.65	0.0010933	160.21	164.58	0.70773	0.91011	2.2151	573.55	0.30778	undefined	undefined	liquid
274.00	4.0000	909.16	0.0010999	162.41	166.81	0.71587	0.91045	2.2386	565.44	0.33063	undefined	undefined	liquid
275.00	4.0000	903.55	0.0011067	164.63	169.06	0.72407	0.91085	2.2637	557.20	0.35481	undefined	undefined	liquid
276.00	4.0000	897.81	0.0011138	166.88	171.34	0.73234	0.91130	2.2907	548.83	0.38046	undefined	undefined	liquid
277.00	4.0000	891.95	0.0011211	169.16	173.64	0.74067	0.91182	2.3198	540.30	0.40773	undefined	undefined	liquid
278.00	4.0000	885.94	0.0011287	171.46	175.98	0.74909	0.91240	2.3513	531.61	0.43679	undefined	undefined	liquid
279.00	4.0000	879.77	0.0011367	173.80	178.35	0.75759	0.91307	2.3856	522.74	0.46786	undefined	undefined	liquid
280.00	4.0000	873.43	0.0011449	176.17	180.75	0.76619	0.91383	2.4230	513.67	0.50118	undefined	undefined	liquid
281.00	4.0000	866.91	0.0011535	178.58	183.19	0.77491	0.91469	2.4641	504.38	0.53703	undefined	undefined	liquid
282.00	4.0000	860.18	0.0011625	181.03	185.68	0.78374	0.91567	2.5095	494.84	0.57576	undefined	undefined	liquid
283.00	4.0000	853.22	0.0011720	183.53	188.22	0.79271	0.91679	2.5599	485.03	0.61778	undefined	undefined	liquid
283.14	4.0000	852.24	0.0011734	183.87	188.57	0.79395	0.91695	2.5673	483.65	0.62384	undefined	undefined	liquid
283.14	4.0000	114.86	0.0087059	358.68	393.50	1.5177	0.92320	2.1339	205.46	13.595	undefined	undefined	vapor
284.00	4.0000	113.39	0.0088190	360.03	395.31	1.5241	0.91402	2.0654	206.95	13.466	undefined	undefined	vapor
285.00	4.0000	111.79	0.0089457	361.56	397.34	1.5313	0.90425	1.9952	208.61	13.318	undefined	undefined	vapor
286.00	4.0000	110.27	0.0090684	363.03	399.30	1.5381	0.89529	1.9330	210.20	13.175	undefined	undefined	vapor
287.00	4.0000	108.84	0.0091874	364.46	401.21	1.5448	0.88706	1.8776	211.72	13.034	undefined	undefined	vapor
288.00	4.0000	107.49	0.0093031	365.85	403.06	1.5512	0.87949	1.8278	213.20	12.897	undefined	undefined	vapor
289.00	4.0000	106.20	0.0094158	367.20	404.87	1.5575	0.87250	1.7829	214.61	12.762	undefined	undefined	vapor
290.00	4.0000	104.98	0.0095258	368.52	406.63	1.5636	0.86605	1.7421	215.99	12.630	undefined	undefined	vapor
291.00	4.0000	103.81	0.0096333	369.82	408.35	1.5695	0.86007	1.7050	217.32	12.501	undefined	undefined	vapor
292.00	4.0000	102.68	0.0097385	371.08	410.04	1.5753	0.85453	1.6709	218.61	12.374	undefined	undefined	vapor
293.00	4.0000	101.61	0.0098417	372.33	411.69	1.5810	0.84938	1.6397	219.87	12.250	undefined	undefined	vapor
294.00	4.0000	100.57	0.0099429	373.55	413.32	1.5865	0.84460	1.6108	221.09	12.127	undefined	undefined	vapor
295.00	4.0000	99.579	0.010042	374.75	414.92	1.5919	0.84015	1.5842	222.28	12.007	undefined	undefined	vapor
296.00	4.0000	98.620	0.010140	375.93	416.49	1.5972	0.83601	1.5594	223.44	11.889	undefined	undefined	vapor
297.00	4.0000	97.694	0.010236	377.09	418.04	1.6025	0.83216	1.5364	224.58	11.773	undefined	undefined	vapor
298.00	4.0000	96.799	0.010331	378.24	419.56	1.6076	0.82856	1.5150	225.69	11.659	undefined	undefined	vapor
299.00	4.0000	95.933	0.010424	379.37	421.07	1.6126	0.82521	1.4950	226.77	11.547	undefined	undefined	vapor
300.00	4.0000	95.094	0.010516	380.49	422.55	1.6176	0.82208	1.4763	227.84	11.437	undefined	undefined	vapor
