Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
214.00	2.0000	1143.3	0.00087464	49.882	51.631	0.25138	0.92833	1.7603	956.95	-0.19520	undefined	undefined	liquid
215.00	2.0000	1140.1	0.00087713	51.638	53.393	0.25960	0.92758	1.7631	950.58	-0.19169	undefined	undefined	liquid
216.00	2.0000	1136.8	0.00087965	53.398	55.157	0.26778	0.92684	1.7660	944.21	-0.18810	undefined	undefined	liquid
217.00	2.0000	1133.5	0.00088220	55.160	56.925	0.27595	0.92612	1.7689	937.83	-0.18441	undefined	undefined	liquid
218.00	2.0000	1130.2	0.00088478	56.926	58.695	0.28409	0.92542	1.7720	931.44	-0.18062	undefined	undefined	liquid
219.00	2.0000	1126.9	0.00088738	58.694	60.469	0.29221	0.92473	1.7752	925.05	-0.17674	undefined	undefined	liquid
220.00	2.0000	1123.6	0.00089002	60.466	62.246	0.30030	0.92405	1.7785	918.65	-0.17275	undefined	undefined	liquid
221.00	2.0000	1120.2	0.00089268	62.241	64.026	0.30837	0.92339	1.7819	912.24	-0.16866	undefined	undefined	liquid
222.00	2.0000	1116.9	0.00089538	64.019	65.810	0.31643	0.92275	1.7855	905.83	-0.16446	undefined	undefined	liquid
223.00	2.0000	1113.5	0.00089810	65.801	67.597	0.32446	0.92212	1.7891	899.40	-0.16015	undefined	undefined	liquid
224.00	2.0000	1110.0	0.00090086	67.586	69.388	0.33247	0.92150	1.7928	892.97	-0.15573	undefined	undefined	liquid
225.00	2.0000	1106.6	0.00090365	69.375	71.183	0.34047	0.92090	1.7967	886.53	-0.15118	undefined	undefined	liquid
226.00	2.0000	1103.2	0.00090648	71.168	72.981	0.34844	0.92032	1.8007	880.08	-0.14651	undefined	undefined	liquid
227.00	2.0000	1099.7	0.00090934	72.965	74.784	0.35640	0.91974	1.8048	873.62	-0.14172	undefined	undefined	liquid
228.00	2.0000	1096.2	0.00091224	74.766	76.591	0.36435	0.91919	1.8091	867.14	-0.13679	undefined	undefined	liquid
229.00	2.0000	1092.7	0.00091517	76.572	78.402	0.37227	0.91864	1.8134	860.66	-0.13173	undefined	undefined	liquid
230.00	2.0000	1089.2	0.00091814	78.382	80.218	0.38018	0.91812	1.8180	854.16	-0.12652	undefined	undefined	liquid
231.00	2.0000	1085.6	0.00092116	80.196	82.038	0.38808	0.91760	1.8226	847.64	-0.12117	undefined	undefined	liquid
232.00	2.0000	1082.0	0.00092421	82.015	83.863	0.39596	0.91710	1.8275	841.12	-0.11567	undefined	undefined	liquid
233.00	2.0000	1078.4	0.00092730	83.839	85.693	0.40383	0.91662	1.8325	834.57	-0.11001	undefined	undefined	liquid
234.00	2.0000	1074.8	0.00093044	85.667	87.528	0.41169	0.91614	1.8376	828.01	-0.10418	undefined	undefined	liquid
235.00	2.0000	1071.1	0.00093362	87.501	89.368	0.41954	0.91569	1.8429	821.44	-0.098189	undefined	undefined	liquid
236.00	2.0000	1067.4	0.00093684	89.340	91.214	0.42738	0.91524	1.8484	814.84	-0.092018	undefined	undefined	liquid
237.00	2.0000	1063.7	0.00094012	91.185	93.065	0.43521	0.91482	1.8541	808.23	-0.085663	undefined	undefined	liquid
238.00	2.0000	1060.0	0.00094344	93.035	94.922	0.44302	0.91440	1.8599	801.60	-0.079117	undefined	undefined	liquid
239.00	2.0000	1056.2	0.00094681	94.892	96.785	0.45084	0.91400	1.8660	794.94	-0.072371	undefined	undefined	liquid
240.00	2.0000	1052.4	0.00095023	96.754	98.654	0.45864	0.91362	1.8723	788.27	-0.065416	undefined	undefined	liquid
241.00	2.0000	1048.5	0.00095371	98.622	100.53	0.46644	0.91325	1.8788	781.57	-0.058245	undefined	undefined	liquid
242.00	2.0000	1044.7	0.00095724	100.50	102.41	0.47423	0.91289	1.8855	774.84	-0.050846	undefined	undefined	liquid
243.00	2.0000	1040.8	0.00096083	102.38	104.30	0.48202	0.91255	1.8925	768.09	-0.043210	undefined	undefined	liquid
244.00	2.0000	1036.8	0.00096447	104.27	106.20	0.48981	0.91222	1.8997	761.31	-0.035326	undefined	undefined	liquid
245.00	2.0000	1032.9	0.00096818	106.16	108.10	0.49759	0.91191	1.9072	754.51	-0.027181	undefined	undefined	liquid
246.00	2.0000	1028.9	0.00097195	108.07	110.01	0.50538	0.91162	1.9149	747.67	-0.018764	undefined	undefined	liquid
247.00	2.0000	1024.8	0.00097579	109.98	111.93	0.51316	0.91134	1.9230	740.80	-0.010060	undefined	undefined	liquid
248.00	2.0000	1020.7	0.00097970	111.90	113.86	0.52095	0.91108	1.9313	733.89	-0.0010547	undefined	undefined	liquid
249.00	2.0000	1016.6	0.00098368	113.83	115.79	0.52874	0.91084	1.9400	726.95	0.0082670	undefined	undefined	liquid
250.00	2.0000	1012.4	0.00098773	115.76	117.74	0.53653	0.91061	1.9491	719.98	0.017922	undefined	undefined	liquid
251.00	2.0000	1008.2	0.00099186	117.71	119.69	0.54433	0.91040	1.9585	712.96	0.027929	undefined	undefined	liquid
252.00	2.0000	1003.9	0.00099607	119.66	121.65	0.55214	0.91021	1.9683	705.90	0.038307	undefined	undefined	liquid
253.00	2.0000	999.63	0.0010004	121.63	123.63	0.55995	0.91004	1.9785	698.79	0.049078	undefined	undefined	liquid
254.00	2.0000	995.27	0.0010047	123.60	125.61	0.56778	0.90989	1.9892	691.64	0.060264	undefined	undefined	liquid
255.00	2.0000	990.86	0.0010092	125.59	127.61	0.57562	0.90976	2.0003	684.43	0.071890	undefined	undefined	liquid
256.00	2.0000	986.39	0.0010138	127.59	129.61	0.58347	0.90965	2.0120	677.18	0.083985	undefined	undefined	liquid
256.79	2.0000	982.81	0.0010175	129.18	131.21	0.58970	0.90958	2.0216	671.39	0.093921	undefined	undefined	liquid
256.79	2.0000	52.249	0.019139	362.32	400.60	1.6388	0.81477	1.3587	217.39	17.187	undefined	undefined	vapor
257.00	2.0000	52.155	0.019174	362.53	400.88	1.6398	0.81347	1.3545	217.60	17.145	undefined	undefined	vapor
258.00	2.0000	51.713	0.019337	363.55	402.23	1.6451	0.80747	1.3352	218.64	16.947	undefined	undefined	vapor
259.00	2.0000	51.285	0.019499	364.55	403.55	1.6502	0.80190	1.3172	219.65	16.753	undefined	undefined	vapor
260.00	2.0000	50.869	0.019658	365.54	404.86	1.6552	0.79673	1.3005	220.64	16.562	undefined	undefined	vapor
261.00	2.0000	50.465	0.019816	366.52	406.15	1.6602	0.79194	1.2849	221.61	16.375	undefined	undefined	vapor
262.00	2.0000	50.071	0.019972	367.49	407.43	1.6651	0.78749	1.2704	222.55	16.191	undefined	undefined	vapor
263.00	2.0000	49.688	0.020125	368.44	408.69	1.6699	0.78336	1.2567	223.49	16.010	undefined	undefined	vapor
264.00	2.0000	49.316	0.020278	369.39	409.94	1.6746	0.77953	1.2440	224.40	15.833	undefined	undefined	vapor
265.00	2.0000	48.952	0.020428	370.33	411.18	1.6793	0.77597	1.2320	225.30	15.658	undefined	undefined	vapor
266.00	2.0000	48.597	0.020577	371.25	412.41	1.6839	0.77266	1.2208	226.18	15.487	undefined	undefined	vapor
267.00	2.0000	48.251	0.020725	372.17	413.62	1.6885	0.76959	1.2103	227.05	15.319	undefined	undefined	vapor
268.00	2.0000	47.912	0.020872	373.09	414.83	1.6930	0.76674	1.2003	227.90	15.154	undefined	undefined	vapor
269.00	2.0000	47.581	0.021017	373.99	416.02	1.6975	0.76409	1.1910	228.74	14.991	undefined	undefined	vapor
270.00	2.0000	47.258	0.021161	374.89	417.21	1.7019	0.76164	1.1822	229.57	14.832	undefined	undefined	vapor
271.00	2.0000	46.941	0.021303	375.78	418.39	1.7062	0.75937	1.1738	230.39	14.676	undefined	undefined	vapor
272.00	2.0000	46.631	0.021445	376.67	419.56	1.7105	0.75726	1.1660	231.20	14.522	undefined	undefined	vapor
273.00	2.0000	46.327	0.021586	377.55	420.72	1.7148	0.75531	1.1586	231.99	14.371	undefined	undefined	vapor
274.00	2.0000	46.030	0.021725	378.43	421.88	1.7190	0.75350	1.1515	232.77	14.222	undefined	undefined	vapor
275.00	2.0000	45.738	0.021864	379.30	423.02	1.7232	0.75183	1.1449	233.55	14.077	undefined	undefined	vapor
276.00	2.0000	45.452	0.022001	380.16	424.17	1.7273	0.75029	1.1386	234.31	13.933	undefined	undefined	vapor
277.00	2.0000	45.171	0.022138	381.03	425.30	1.7315	0.74887	1.1326	235.07	13.792	undefined	undefined	vapor
278.00	2.0000	44.896	0.022274	381.88	426.43	1.7355	0.74756	1.1269	235.82	13.654	undefined	undefined	vapor
279.00	2.0000	44.625	0.022409	382.74	427.56	1.7396	0.74636	1.1215	236.56	13.518	undefined	undefined	vapor
280.00	2.0000	44.359	0.022543	383.59	428.67	1.7436	0.74525	1.1164	237.29	13.384	undefined	undefined	vapor
281.00	2.0000	44.098	0.022677	384.44	429.79	1.7475	0.74424	1.1116	238.01	13.253	undefined	undefined	vapor
282.00	2.0000	43.841	0.022810	385.28	430.90	1.7515	0.74332	1.1069	238.72	13.124	undefined	undefined	vapor
283.00	2.0000	43.589	0.022942	386.12	432.00	1.7554	0.74248	1.1025	239.43	12.997	undefined	undefined	vapor
284.00	2.0000	43.341	0.023073	386.96	433.10	1.7593	0.74172	1.0983	240.13	12.872	undefined	undefined	vapor
285.00	2.0000	43.097	0.023204	387.79	434.20	1.7631	0.74104	1.0944	240.83	12.749	undefined	undefined	vapor
286.00	2.0000	42.857	0.023334	388.62	435.29	1.7670	0.74042	1.0906	241.51	12.628	undefined	undefined	vapor
287.00	2.0000	42.620	0.023463	389.45	436.38	1.7708	0.73987	1.0869	242.20	12.509	undefined	undefined	vapor
288.00	2.0000	42.387	0.023592	390.28	437.47	1.7745	0.73937	1.0835	242.87	12.392	undefined	undefined	vapor
289.00	2.0000	42.158	0.023720	391.11	438.55	1.7783	0.73894	1.0802	243.54	12.277	undefined	undefined	vapor
290.00	2.0000	41.932	0.023848	391.93	439.63	1.7820	0.73856	1.0771	244.20	12.163	undefined	undefined	vapor
291.00	2.0000	41.710	0.023975	392.75	440.70	1.7857	0.73824	1.0741	244.86	12.052	undefined	undefined	vapor
292.00	2.0000	41.491	0.024102	393.57	441.77	1.7894	0.73796	1.0712	245.51	11.942	undefined	undefined	vapor
293.00	2.0000	41.275	0.024228	394.39	442.84	1.7930	0.73773	1.0685	246.16	11.834	undefined	undefined	vapor
294.00	2.0000	41.062	0.024353	395.20	443.91	1.7967	0.73755	1.0659	246.81	11.727	undefined	undefined	vapor
295.00	2.0000	40.852	0.024478	396.02	444.98	1.8003	0.73740	1.0634	247.44	11.623	undefined	undefined	vapor
296.00	2.0000	40.645	0.024603	396.83	446.04	1.8039	0.73730	1.0610	248.08	11.519	undefined	undefined	vapor
297.00	2.0000	40.441	0.024727	397.64	447.10	1.8075	0.73723	1.0587	248.70	11.418	undefined	undefined	vapor
298.00	2.0000	40.240	0.024851	398.45	448.16	1.8110	0.73720	1.0565	249.33	11.318	undefined	undefined	vapor
299.00	2.0000	40.041	0.024974	399.26	449.21	1.8146	0.73720	1.0544	249.95	11.219	undefined	undefined	vapor
300.00	2.0000	39.845	0.025097	400.07	450.26	1.8181	0.73723	1.0525	250.56	11.122	undefined	undefined	vapor
