Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
216.73	0.50000	13.289	0.075249	353.24	390.86	1.8229	0.68014	0.96662	220.51	27.023	undefined	undefined	vapor
217.00	0.50000	13.267	0.075377	353.44	391.13	1.8241	0.67936	0.96496	220.70	26.899	undefined	undefined	vapor
218.00	0.50000	13.185	0.075843	354.17	392.09	1.8285	0.67670	0.95920	221.38	26.456	undefined	undefined	vapor
219.00	0.50000	13.105	0.076306	354.89	393.05	1.8329	0.67428	0.95386	222.06	26.027	undefined	undefined	vapor
220.00	0.50000	13.027	0.076766	355.62	394.00	1.8373	0.67209	0.94892	222.73	25.610	undefined	undefined	vapor
221.00	0.50000	12.949	0.077225	356.33	394.95	1.8415	0.67011	0.94434	223.39	25.205	undefined	undefined	vapor
222.00	0.50000	12.873	0.077681	357.05	395.89	1.8458	0.66833	0.94009	224.04	24.812	undefined	undefined	vapor
223.00	0.50000	12.798	0.078135	357.76	396.83	1.8500	0.66672	0.93616	224.69	24.430	undefined	undefined	vapor
224.00	0.50000	12.725	0.078587	358.47	397.76	1.8542	0.66529	0.93251	225.33	24.060	undefined	undefined	vapor
225.00	0.50000	12.652	0.079037	359.17	398.69	1.8583	0.66401	0.92913	225.96	23.700	undefined	undefined	vapor
226.00	0.50000	12.581	0.079485	359.88	399.62	1.8625	0.66287	0.92600	226.59	23.350	undefined	undefined	vapor
227.00	0.50000	12.511	0.079931	360.58	400.54	1.8665	0.66186	0.92310	227.21	23.010	undefined	undefined	vapor
228.00	0.50000	12.441	0.080376	361.28	401.46	1.8706	0.66099	0.92041	227.82	22.679	undefined	undefined	vapor
229.00	0.50000	12.373	0.080820	361.97	402.38	1.8746	0.66022	0.91792	228.43	22.357	undefined	undefined	vapor
230.00	0.50000	12.306	0.081261	362.67	403.30	1.8786	0.65957	0.91562	229.04	22.045	undefined	undefined	vapor
231.00	0.50000	12.240	0.081702	363.36	404.22	1.8826	0.65901	0.91349	229.64	21.740	undefined	undefined	vapor
232.00	0.50000	12.174	0.082141	364.06	405.13	1.8865	0.65855	0.91152	230.23	21.444	undefined	undefined	vapor
233.00	0.50000	12.110	0.082578	364.75	406.04	1.8904	0.65818	0.90971	230.82	21.155	undefined	undefined	vapor
234.00	0.50000	12.046	0.083015	365.44	406.95	1.8943	0.65788	0.90803	231.41	20.874	undefined	undefined	vapor
235.00	0.50000	11.983	0.083450	366.13	407.85	1.8982	0.65767	0.90649	231.99	20.600	undefined	undefined	vapor
236.00	0.50000	11.921	0.083884	366.82	408.76	1.9020	0.65752	0.90507	232.56	20.332	undefined	undefined	vapor
237.00	0.50000	11.860	0.084317	367.51	409.66	1.9059	0.65744	0.90377	233.14	20.072	undefined	undefined	vapor
238.00	0.50000	11.800	0.084749	368.19	410.57	1.9097	0.65742	0.90258	233.71	19.818	undefined	undefined	vapor
239.00	0.50000	11.740	0.085179	368.88	411.47	1.9134	0.65745	0.90149	234.27	19.570	undefined	undefined	vapor
240.00	0.50000	11.681	0.085609	369.57	412.37	1.9172	0.65755	0.90049	234.83	19.328	undefined	undefined	vapor
241.00	0.50000	11.623	0.086038	370.25	413.27	1.9210	0.65769	0.89958	235.39	19.091	undefined	undefined	vapor
242.00	0.50000	11.565	0.086466	370.94	414.17	1.9247	0.65788	0.89876	235.95	18.860	undefined	undefined	vapor
243.00	0.50000	11.508	0.086892	371.62	415.07	1.9284	0.65811	0.89802	236.50	18.635	undefined	undefined	vapor
244.00	0.50000	11.452	0.087318	372.31	415.97	1.9321	0.65838	0.89735	237.05	18.414	undefined	undefined	vapor
245.00	0.50000	11.397	0.087744	372.99	416.86	1.9357	0.65870	0.89675	237.59	18.199	undefined	undefined	vapor
246.00	0.50000	11.342	0.088168	373.68	417.76	1.9394	0.65905	0.89622	238.14	17.988	undefined	undefined	vapor
247.00	0.50000	11.288	0.088592	374.36	418.66	1.9430	0.65943	0.89575	238.68	17.782	undefined	undefined	vapor
248.00	0.50000	11.234	0.089014	375.04	419.55	1.9466	0.65984	0.89534	239.21	17.580	undefined	undefined	vapor
249.00	0.50000	11.181	0.089436	375.73	420.45	1.9502	0.66029	0.89499	239.75	17.382	undefined	undefined	vapor
250.00	0.50000	11.129	0.089858	376.41	421.34	1.9538	0.66076	0.89469	240.28	17.189	undefined	undefined	vapor
251.00	0.50000	11.077	0.090278	377.10	422.24	1.9574	0.66126	0.89444	240.81	16.999	undefined	undefined	vapor
252.00	0.50000	11.026	0.090698	377.78	423.13	1.9610	0.66178	0.89423	241.34	16.814	undefined	undefined	vapor
253.00	0.50000	10.975	0.091117	378.47	424.02	1.9645	0.66233	0.89407	241.86	16.632	undefined	undefined	vapor
254.00	0.50000	10.925	0.091536	379.15	424.92	1.9680	0.66289	0.89395	242.38	16.454	undefined	undefined	vapor
255.00	0.50000	10.875	0.091954	379.84	425.81	1.9715	0.66348	0.89387	242.90	16.279	undefined	undefined	vapor
256.00	0.50000	10.826	0.092371	380.52	426.71	1.9750	0.66409	0.89383	243.42	16.108	undefined	undefined	vapor
257.00	0.50000	10.777	0.092788	381.21	427.60	1.9785	0.66471	0.89383	243.93	15.939	undefined	undefined	vapor
258.00	0.50000	10.729	0.093204	381.89	428.49	1.9820	0.66535	0.89386	244.45	15.775	undefined	undefined	vapor
259.00	0.50000	10.681	0.093620	382.58	429.39	1.9854	0.66601	0.89392	244.96	15.613	undefined	undefined	vapor
260.00	0.50000	10.634	0.094035	383.26	430.28	1.9889	0.66668	0.89401	245.46	15.454	undefined	undefined	vapor
261.00	0.50000	10.588	0.094450	383.95	431.18	1.9923	0.66737	0.89413	245.97	15.298	undefined	undefined	vapor
262.00	0.50000	10.541	0.094864	384.64	432.07	1.9957	0.66807	0.89428	246.47	15.145	undefined	undefined	vapor
263.00	0.50000	10.496	0.095277	385.33	432.96	1.9992	0.66878	0.89445	246.98	14.994	undefined	undefined	vapor
264.00	0.50000	10.450	0.095690	386.01	433.86	2.0025	0.66950	0.89465	247.48	14.846	undefined	undefined	vapor
265.00	0.50000	10.406	0.096103	386.70	434.75	2.0059	0.67024	0.89487	247.98	14.701	undefined	undefined	vapor
266.00	0.50000	10.361	0.096515	387.39	435.65	2.0093	0.67098	0.89512	248.47	14.558	undefined	undefined	vapor
267.00	0.50000	10.317	0.096926	388.08	436.54	2.0127	0.67174	0.89539	248.97	14.418	undefined	undefined	vapor
268.00	0.50000	10.274	0.097337	388.77	437.44	2.0160	0.67250	0.89567	249.46	14.280	undefined	undefined	vapor
269.00	0.50000	10.230	0.097748	389.46	438.34	2.0193	0.67327	0.89598	249.95	14.145	undefined	undefined	vapor
270.00	0.50000	10.188	0.098158	390.15	439.23	2.0227	0.67405	0.89630	250.44	14.011	undefined	undefined	vapor
271.00	0.50000	10.145	0.098568	390.84	440.13	2.0260	0.67484	0.89665	250.93	13.880	undefined	undefined	vapor
272.00	0.50000	10.103	0.098978	391.54	441.02	2.0293	0.67563	0.89701	251.41	13.751	undefined	undefined	vapor
273.00	0.50000	10.062	0.099387	392.23	441.92	2.0326	0.67643	0.89738	251.90	13.624	undefined	undefined	vapor
274.00	0.50000	10.021	0.099795	392.92	442.82	2.0359	0.67724	0.89778	252.38	13.499	undefined	undefined	vapor
275.00	0.50000	9.9797	0.10020	393.62	443.72	2.0391	0.67805	0.89818	252.86	13.376	undefined	undefined	vapor
276.00	0.50000	9.9392	0.10061	394.31	444.62	2.0424	0.67886	0.89860	253.34	13.255	undefined	undefined	vapor
277.00	0.50000	9.8991	0.10102	395.00	445.51	2.0456	0.67969	0.89904	253.82	13.135	undefined	undefined	vapor
278.00	0.50000	9.8594	0.10143	395.70	446.41	2.0489	0.68051	0.89948	254.30	13.018	undefined	undefined	vapor
279.00	0.50000	9.8200	0.10183	396.40	447.31	2.0521	0.68135	0.89994	254.77	12.902	undefined	undefined	vapor
280.00	0.50000	9.7810	0.10224	397.09	448.21	2.0553	0.68218	0.90041	255.25	12.788	undefined	undefined	vapor
281.00	0.50000	9.7423	0.10265	397.79	449.11	2.0585	0.68302	0.90089	255.72	12.676	undefined	undefined	vapor
282.00	0.50000	9.7039	0.10305	398.49	450.02	2.0617	0.68386	0.90138	256.19	12.565	undefined	undefined	vapor
283.00	0.50000	9.6659	0.10346	399.19	450.92	2.0649	0.68471	0.90189	256.66	12.456	undefined	undefined	vapor
284.00	0.50000	9.6282	0.10386	399.89	451.82	2.0681	0.68556	0.90240	257.12	12.349	undefined	undefined	vapor
285.00	0.50000	9.5908	0.10427	400.59	452.72	2.0713	0.68641	0.90292	257.59	12.243	undefined	undefined	vapor
286.00	0.50000	9.5537	0.10467	401.29	453.62	2.0745	0.68727	0.90345	258.06	12.139	undefined	undefined	vapor
287.00	0.50000	9.5170	0.10508	401.99	454.53	2.0776	0.68812	0.90399	258.52	12.036	undefined	undefined	vapor
288.00	0.50000	9.4806	0.10548	402.69	455.43	2.0808	0.68898	0.90454	258.98	11.934	undefined	undefined	vapor
289.00	0.50000	9.4444	0.10588	403.40	456.34	2.0839	0.68984	0.90509	259.44	11.834	undefined	undefined	vapor
290.00	0.50000	9.4086	0.10629	404.10	457.24	2.0870	0.69071	0.90566	259.90	11.736	undefined	undefined	vapor
291.00	0.50000	9.3730	0.10669	404.80	458.15	2.0901	0.69157	0.90623	260.36	11.638	undefined	undefined	vapor
292.00	0.50000	9.3378	0.10709	405.51	459.06	2.0933	0.69244	0.90681	260.82	11.542	undefined	undefined	vapor
293.00	0.50000	9.3028	0.10749	406.22	459.96	2.0964	0.69331	0.90739	261.27	11.448	undefined	undefined	vapor
294.00	0.50000	9.2682	0.10790	406.92	460.87	2.0994	0.69418	0.90798	261.73	11.354	undefined	undefined	vapor
295.00	0.50000	9.2338	0.10830	407.63	461.78	2.1025	0.69505	0.90858	262.18	11.262	undefined	undefined	vapor
296.00	0.50000	9.1996	0.10870	408.34	462.69	2.1056	0.69592	0.90918	262.63	11.171	undefined	undefined	vapor
297.00	0.50000	9.1658	0.10910	409.05	463.60	2.1087	0.69679	0.90979	263.08	11.081	undefined	undefined	vapor
298.00	0.50000	9.1322	0.10950	409.76	464.51	2.1117	0.69767	0.91040	263.53	10.993	undefined	undefined	vapor
299.00	0.50000	9.0989	0.10990	410.47	465.42	2.1148	0.69854	0.91102	263.98	10.905	undefined	undefined	vapor
300.00	0.50000	9.0658	0.11030	411.18	466.33	2.1178	0.69942	0.91164	264.43	10.819	undefined	undefined	vapor
