Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
271.00	1.5000	33.307	0.030023	381.42	426.45	1.7826	0.72328	1.0493	237.97	14.431	undefined	undefined	vapor
272.00	1.5000	33.124	0.030190	382.21	427.50	1.7864	0.72260	1.0458	238.64	14.284	undefined	undefined	vapor
273.00	1.5000	32.943	0.030355	383.01	428.54	1.7903	0.72200	1.0426	239.30	14.139	undefined	undefined	vapor
274.00	1.5000	32.765	0.030520	383.80	429.58	1.7941	0.72146	1.0395	239.95	13.997	undefined	undefined	vapor
275.00	1.5000	32.590	0.030684	384.60	430.62	1.7979	0.72100	1.0366	240.60	13.858	undefined	undefined	vapor
276.00	1.5000	32.417	0.030848	385.39	431.66	1.8016	0.72059	1.0338	241.24	13.721	undefined	undefined	vapor
277.00	1.5000	32.247	0.031011	386.17	432.69	1.8053	0.72025	1.0312	241.88	13.586	undefined	undefined	vapor
278.00	1.5000	32.079	0.031173	386.96	433.72	1.8091	0.71996	1.0287	242.51	13.454	undefined	undefined	vapor
279.00	1.5000	31.914	0.031334	387.75	434.75	1.8127	0.71972	1.0263	243.14	13.324	undefined	undefined	vapor
280.00	1.5000	31.751	0.031495	388.53	435.77	1.8164	0.71954	1.0240	243.76	13.196	undefined	undefined	vapor
281.00	1.5000	31.590	0.031656	389.31	436.80	1.8201	0.71940	1.0219	244.38	13.070	undefined	undefined	vapor
282.00	1.5000	31.431	0.031816	390.09	437.82	1.8237	0.71930	1.0199	244.99	12.947	undefined	undefined	vapor
283.00	1.5000	31.274	0.031975	390.87	438.83	1.8273	0.71925	1.0179	245.60	12.825	undefined	undefined	vapor
284.00	1.5000	31.120	0.032134	391.65	439.85	1.8309	0.71923	1.0161	246.21	12.705	undefined	undefined	vapor
285.00	1.5000	30.967	0.032292	392.43	440.87	1.8345	0.71925	1.0143	246.81	12.588	undefined	undefined	vapor
286.00	1.5000	30.816	0.032450	393.21	441.88	1.8380	0.71931	1.0127	247.40	12.472	undefined	undefined	vapor
287.00	1.5000	30.668	0.032608	393.98	442.89	1.8415	0.71940	1.0111	248.00	12.358	undefined	undefined	vapor
288.00	1.5000	30.521	0.032765	394.76	443.90	1.8450	0.71953	1.0096	248.59	12.246	undefined	undefined	vapor
289.00	1.5000	30.376	0.032921	395.53	444.91	1.8485	0.71968	1.0082	249.17	12.135	undefined	undefined	vapor
290.00	1.5000	30.232	0.033077	396.30	445.92	1.8520	0.71986	1.0068	249.75	12.026	undefined	undefined	vapor
291.00	1.5000	30.091	0.033233	397.08	446.93	1.8555	0.72007	1.0056	250.33	11.919	undefined	undefined	vapor
292.00	1.5000	29.951	0.033388	397.85	447.93	1.8589	0.72030	1.0044	250.91	11.814	undefined	undefined	vapor
293.00	1.5000	29.813	0.033543	398.62	448.93	1.8624	0.72056	1.0032	251.48	11.710	undefined	undefined	vapor
294.00	1.5000	29.676	0.033697	399.39	449.94	1.8658	0.72084	1.0021	252.05	11.608	undefined	undefined	vapor
295.00	1.5000	29.541	0.033851	400.16	450.94	1.8692	0.72114	1.0011	252.61	11.507	undefined	undefined	vapor
296.00	1.5000	29.408	0.034005	400.93	451.94	1.8726	0.72147	1.0001	253.18	11.408	undefined	undefined	vapor
297.00	1.5000	29.276	0.034158	401.70	452.94	1.8759	0.72181	0.99916	253.74	11.310	undefined	undefined	vapor
298.00	1.5000	29.145	0.034311	402.47	453.94	1.8793	0.72217	0.99829	254.29	11.214	undefined	undefined	vapor
299.00	1.5000	29.016	0.034463	403.24	454.94	1.8826	0.72255	0.99746	254.84	11.118	undefined	undefined	vapor
300.00	1.5000	28.889	0.034615	404.01	455.93	1.8860	0.72295	0.99667	255.39	11.025	undefined	undefined	vapor
