Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
219.00	5.0000	1133.5	0.00088225	57.028	61.440	0.28452	0.92601	1.7571	944.02	-0.18952	undefined	undefined	liquid
220.00	5.0000	1130.2	0.00088477	58.774	63.198	0.29253	0.92532	1.7599	937.83	-0.18595	undefined	undefined	liquid
221.00	5.0000	1127.0	0.00088732	60.523	64.959	0.30052	0.92465	1.7628	931.63	-0.18229	undefined	undefined	liquid
222.00	5.0000	1123.7	0.00088989	62.274	66.724	0.30848	0.92399	1.7657	925.43	-0.17854	undefined	undefined	liquid
223.00	5.0000	1120.5	0.00089250	64.028	68.491	0.31642	0.92334	1.7688	919.23	-0.17470	undefined	undefined	liquid
224.00	5.0000	1117.2	0.00089513	65.786	70.261	0.32435	0.92271	1.7719	913.02	-0.17076	undefined	undefined	liquid
225.00	5.0000	1113.9	0.00089779	67.546	72.035	0.33225	0.92209	1.7752	906.81	-0.16672	undefined	undefined	liquid
226.00	5.0000	1110.5	0.00090048	69.309	73.812	0.34013	0.92149	1.7785	900.59	-0.16258	undefined	undefined	liquid
227.00	5.0000	1107.2	0.00090320	71.076	75.592	0.34798	0.92090	1.7819	894.37	-0.15833	undefined	undefined	liquid
228.00	5.0000	1103.8	0.00090595	72.846	77.376	0.35583	0.92032	1.7855	888.14	-0.15398	undefined	undefined	liquid
229.00	5.0000	1100.4	0.00090873	74.619	79.163	0.36365	0.91976	1.7891	881.90	-0.14951	undefined	undefined	liquid
230.00	5.0000	1097.0	0.00091155	76.396	80.954	0.37145	0.91921	1.7929	875.66	-0.14493	undefined	undefined	liquid
231.00	5.0000	1093.6	0.00091440	78.177	82.749	0.37924	0.91867	1.7967	869.41	-0.14023	undefined	undefined	liquid
232.00	5.0000	1090.2	0.00091728	79.961	84.547	0.38701	0.91815	1.8007	863.15	-0.13540	undefined	undefined	liquid
233.00	5.0000	1086.7	0.00092021	81.749	86.350	0.39476	0.91764	1.8048	856.88	-0.13045	undefined	undefined	liquid
234.00	5.0000	1083.2	0.00092316	83.541	88.157	0.40250	0.91714	1.8091	850.61	-0.12537	undefined	undefined	liquid
235.00	5.0000	1079.7	0.00092616	85.338	89.968	0.41022	0.91665	1.8134	844.32	-0.12015	undefined	undefined	liquid
236.00	5.0000	1076.2	0.00092919	87.138	91.784	0.41793	0.91618	1.8179	838.03	-0.11480	undefined	undefined	liquid
237.00	5.0000	1072.7	0.00093226	88.943	93.604	0.42563	0.91573	1.8225	831.72	-0.10929	undefined	undefined	liquid
238.00	5.0000	1069.1	0.00093538	90.752	95.429	0.43331	0.91528	1.8273	825.40	-0.10364	undefined	undefined	liquid
239.00	5.0000	1065.5	0.00093853	92.566	97.259	0.44099	0.91485	1.8322	819.07	-0.097828	undefined	undefined	liquid
240.00	5.0000	1061.9	0.00094173	94.385	99.094	0.44865	0.91443	1.8373	812.73	-0.091856	undefined	undefined	liquid
241.00	5.0000	1058.2	0.00094498	96.209	100.93	0.45630	0.91402	1.8425	806.37	-0.085716	undefined	undefined	liquid
242.00	5.0000	1054.6	0.00094826	98.037	102.78	0.46394	0.91363	1.8479	800.00	-0.079402	undefined	undefined	liquid
243.00	5.0000	1050.9	0.00095160	99.871	104.63	0.47157	0.91325	1.8534	793.61	-0.072906	undefined	undefined	liquid
244.00	5.0000	1047.1	0.00095498	101.71	106.49	0.47919	0.91288	1.8591	787.21	-0.066222	undefined	undefined	liquid
245.00	5.0000	1043.4	0.00095842	103.56	108.35	0.48681	0.91253	1.8650	780.78	-0.059342	undefined	undefined	liquid
246.00	5.0000	1039.6	0.00096191	105.41	110.22	0.49442	0.91218	1.8711	774.35	-0.052259	undefined	undefined	liquid
247.00	5.0000	1035.8	0.00096545	107.26	112.09	0.50202	0.91186	1.8774	767.89	-0.044962	undefined	undefined	liquid
248.00	5.0000	1031.9	0.00096904	109.13	113.97	0.50962	0.91154	1.8839	761.41	-0.037444	undefined	undefined	liquid
249.00	5.0000	1028.1	0.00097269	110.99	115.86	0.51721	0.91124	1.8907	754.91	-0.029695	undefined	undefined	liquid
250.00	5.0000	1024.2	0.00097640	112.87	117.75	0.52481	0.91096	1.8976	748.39	-0.021704	undefined	undefined	liquid
251.00	5.0000	1020.2	0.00098017	114.75	119.65	0.53239	0.91068	1.9048	741.84	-0.013461	undefined	undefined	liquid
252.00	5.0000	1016.3	0.00098401	116.64	121.56	0.53998	0.91043	1.9123	735.27	-0.0049534	undefined	undefined	liquid
253.00	5.0000	1012.2	0.00098791	118.54	123.48	0.54757	0.91018	1.9200	728.68	0.0038303	undefined	undefined	liquid
254.00	5.0000	1008.2	0.00099188	120.44	125.40	0.55516	0.90995	1.9279	722.05	0.012904	undefined	undefined	liquid
255.00	5.0000	1004.1	0.00099592	122.35	127.33	0.56275	0.90974	1.9362	715.40	0.022281	undefined	undefined	liquid
256.00	5.0000	999.97	0.0010000	124.27	129.27	0.57035	0.90954	1.9448	708.72	0.031977	undefined	undefined	liquid
257.00	5.0000	995.80	0.0010042	126.20	131.22	0.57795	0.90936	1.9537	702.00	0.042008	undefined	undefined	liquid
258.00	5.0000	991.59	0.0010085	128.14	133.18	0.58555	0.90919	1.9630	695.25	0.052392	undefined	undefined	liquid
259.00	5.0000	987.33	0.0010128	130.09	135.15	0.59316	0.90905	1.9726	688.46	0.063148	undefined	undefined	liquid
260.00	5.0000	983.03	0.0010173	132.04	137.13	0.60079	0.90892	1.9826	681.64	0.074296	undefined	undefined	liquid
261.00	5.0000	978.67	0.0010218	134.01	139.11	0.60842	0.90880	1.9930	674.77	0.085858	undefined	undefined	liquid
262.00	5.0000	974.27	0.0010264	135.98	141.11	0.61606	0.90871	2.0039	667.87	0.097857	undefined	undefined	liquid
263.00	5.0000	969.81	0.0010311	137.97	143.12	0.62371	0.90864	2.0152	660.91	0.11032	undefined	undefined	liquid
264.00	5.0000	965.30	0.0010359	139.96	145.14	0.63138	0.90858	2.0271	653.91	0.12327	undefined	undefined	liquid
265.00	5.0000	960.74	0.0010409	141.97	147.18	0.63907	0.90855	2.0394	646.86	0.13675	undefined	undefined	liquid
266.00	5.0000	956.11	0.0010459	143.99	149.22	0.64678	0.90855	2.0524	639.76	0.15078	undefined	undefined	liquid
267.00	5.0000	951.42	0.0010511	146.03	151.28	0.65450	0.90856	2.0659	632.59	0.16540	undefined	undefined	liquid
268.00	5.0000	946.67	0.0010563	148.07	153.36	0.66225	0.90860	2.0802	625.37	0.18065	undefined	undefined	liquid
269.00	5.0000	941.84	0.0010617	150.13	155.44	0.67003	0.90867	2.0951	618.08	0.19657	undefined	undefined	liquid
270.00	5.0000	936.95	0.0010673	152.21	157.55	0.67783	0.90877	2.1109	610.72	0.21322	undefined	undefined	liquid
271.00	5.0000	931.97	0.0010730	154.30	159.66	0.68566	0.90890	2.1274	603.29	0.23064	undefined	undefined	liquid
272.00	5.0000	926.92	0.0010788	156.41	161.80	0.69353	0.90906	2.1449	595.78	0.24890	undefined	undefined	liquid
273.00	5.0000	921.78	0.0010849	158.53	163.95	0.70144	0.90925	2.1635	588.19	0.26805	undefined	undefined	liquid
274.00	5.0000	916.56	0.0010910	160.67	166.13	0.70938	0.90948	2.1831	580.50	0.28818	undefined	undefined	liquid
275.00	5.0000	911.23	0.0010974	162.83	168.32	0.71737	0.90976	2.2039	572.72	0.30935	undefined	undefined	liquid
276.00	5.0000	905.81	0.0011040	165.02	170.54	0.72541	0.91008	2.2261	564.83	0.33168	undefined	undefined	liquid
277.00	5.0000	900.28	0.0011108	167.22	172.77	0.73351	0.91044	2.2498	556.83	0.35525	undefined	undefined	liquid
278.00	5.0000	894.63	0.0011178	169.45	175.04	0.74166	0.91086	2.2752	548.71	0.38019	undefined	undefined	liquid
279.00	5.0000	888.86	0.0011250	171.70	177.33	0.74988	0.91134	2.3024	540.46	0.40662	undefined	undefined	liquid
280.00	5.0000	882.95	0.0011326	173.98	179.64	0.75817	0.91189	2.3317	532.06	0.43471	undefined	undefined	liquid
281.00	5.0000	876.90	0.0011404	176.29	181.99	0.76653	0.91250	2.3634	523.50	0.46463	undefined	undefined	liquid
282.00	5.0000	870.70	0.0011485	178.63	184.37	0.77499	0.91320	2.3978	514.78	0.49659	undefined	undefined	liquid
283.00	5.0000	864.32	0.0011570	181.00	186.79	0.78354	0.91398	2.4354	505.86	0.53083	undefined	undefined	liquid
284.00	5.0000	857.76	0.0011658	183.41	189.24	0.79221	0.91487	2.4765	496.74	0.56763	undefined	undefined	liquid
285.00	5.0000	850.99	0.0011751	185.87	191.74	0.80099	0.91588	2.5218	487.38	0.60733	undefined	undefined	liquid
286.00	5.0000	843.99	0.0011848	188.36	194.29	0.80991	0.91701	2.5722	477.77	0.65034	undefined	undefined	liquid
287.00	5.0000	836.74	0.0011951	190.91	196.89	0.81898	0.91831	2.6284	467.86	0.69716	undefined	undefined	liquid
288.00	5.0000	829.21	0.0012060	193.52	199.55	0.82823	0.91978	2.6918	457.64	0.74840	undefined	undefined	liquid
289.00	5.0000	821.35	0.0012175	196.19	202.27	0.83768	0.92146	2.7640	447.03	0.80483	undefined	undefined	liquid
290.00	5.0000	813.12	0.0012298	198.93	205.08	0.84737	0.92340	2.8472	436.00	0.86742	undefined	undefined	liquid
291.00	5.0000	804.46	0.0012431	201.76	207.97	0.85734	0.92565	2.9445	424.47	0.93747	undefined	undefined	liquid
292.00	5.0000	795.29	0.0012574	204.69	210.97	0.86763	0.92828	3.0603	412.34	1.0167	undefined	undefined	liquid
292.69	5.0000	788.60	0.0012681	206.78	213.12	0.87496	0.93036	3.1544	403.56	1.0778	undefined	undefined	liquid
292.69	5.0000	155.56	0.0064285	352.74	384.89	1.4618	0.97643	2.9778	198.56	12.373	undefined	undefined	vapor
293.00	5.0000	154.47	0.0064738	353.43	385.80	1.4649	0.97168	2.9096	199.29	12.333	undefined	undefined	vapor
294.00	5.0000	151.20	0.0066136	355.54	388.61	1.4745	0.95754	2.7197	201.55	12.204	undefined	undefined	vapor
295.00	5.0000	148.26	0.0067451	357.52	391.25	1.4835	0.94494	2.5652	203.65	12.078	undefined	undefined	vapor
296.00	5.0000	145.56	0.0068698	359.40	393.75	1.4919	0.93362	2.4367	205.63	11.955	undefined	undefined	vapor
297.00	5.0000	143.09	0.0069887	361.19	396.13	1.5000	0.92340	2.3279	207.50	11.834	undefined	undefined	vapor
298.00	5.0000	140.79	0.0071026	362.90	398.41	1.5076	0.91411	2.2342	209.28	11.716	undefined	undefined	vapor
299.00	5.0000	138.65	0.0072122	364.54	400.60	1.5150	0.90564	2.1527	210.97	11.600	undefined	undefined	vapor
300.00	5.0000	136.65	0.0073180	366.13	402.72	1.5220	0.89788	2.0810	212.60	11.486	undefined	undefined	vapor
