Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
255.00	3.0000	995.46	0.0010046	124.47	127.48	0.57118	0.90968	1.9770	695.15	0.054029	undefined	undefined	liquid
256.00	3.0000	991.11	0.0010090	126.44	129.46	0.57894	0.90954	1.9874	688.10	0.065219	undefined	undefined	liquid
257.00	3.0000	986.72	0.0010135	128.42	131.46	0.58670	0.90942	1.9984	681.01	0.076841	undefined	undefined	liquid
258.00	3.0000	982.27	0.0010181	130.41	133.46	0.59449	0.90931	2.0098	673.86	0.088922	undefined	undefined	liquid
259.00	3.0000	977.77	0.0010227	132.41	135.48	0.60228	0.90923	2.0217	666.67	0.10149	undefined	undefined	liquid
260.00	3.0000	973.20	0.0010275	134.42	137.50	0.61010	0.90917	2.0342	659.41	0.11458	undefined	undefined	liquid
261.00	3.0000	968.58	0.0010324	136.45	139.54	0.61793	0.90914	2.0473	652.10	0.12822	undefined	undefined	liquid
262.00	3.0000	963.89	0.0010375	138.49	141.60	0.62579	0.90913	2.0611	644.72	0.14244	undefined	undefined	liquid
263.00	3.0000	959.14	0.0010426	140.54	143.67	0.63367	0.90914	2.0755	637.28	0.15730	undefined	undefined	liquid
264.00	3.0000	954.31	0.0010479	142.61	145.75	0.64157	0.90919	2.0907	629.76	0.17284	undefined	undefined	liquid
265.00	3.0000	949.41	0.0010533	144.69	147.85	0.64951	0.90926	2.1068	622.17	0.18910	undefined	undefined	liquid
266.00	3.0000	944.44	0.0010588	146.79	149.96	0.65747	0.90937	2.1238	614.49	0.20614	undefined	undefined	liquid
267.00	3.0000	939.38	0.0010645	148.90	152.10	0.66548	0.90951	2.1417	606.72	0.22403	undefined	undefined	liquid
268.00	3.0000	934.23	0.0010704	151.04	154.25	0.67352	0.90969	2.1607	598.86	0.24283	undefined	undefined	liquid
269.00	3.0000	928.98	0.0010764	153.19	156.42	0.68160	0.90991	2.1810	590.89	0.26262	undefined	undefined	liquid
270.00	3.0000	923.64	0.0010827	155.36	158.61	0.68974	0.91017	2.2026	582.81	0.28349	undefined	undefined	liquid
271.00	3.0000	918.19	0.0010891	157.56	160.82	0.69792	0.91048	2.2256	574.61	0.30554	undefined	undefined	liquid
271.60	3.0000	914.85	0.0010931	158.89	162.17	0.70288	0.91069	2.2403	569.60	0.31945	undefined	undefined	liquid
271.60	3.0000	81.355	0.012292	361.84	398.72	1.5738	0.87154	1.6701	211.83	15.040	undefined	undefined	vapor
272.00	3.0000	80.997	0.012346	362.34	399.38	1.5762	0.86828	1.6549	212.36	14.973	undefined	undefined	vapor
273.00	3.0000	80.121	0.012481	363.57	401.01	1.5822	0.86051	1.6188	213.68	14.808	undefined	undefined	vapor
274.00	3.0000	79.281	0.012613	364.78	402.62	1.5881	0.85331	1.5859	214.95	14.646	undefined	undefined	vapor
275.00	3.0000	78.475	0.012743	365.96	404.19	1.5938	0.84666	1.5556	216.19	14.487	undefined	undefined	vapor
276.00	3.0000	77.700	0.012870	367.12	405.73	1.5994	0.84049	1.5278	217.39	14.331	undefined	undefined	vapor
277.00	3.0000	76.954	0.012995	368.26	407.24	1.6049	0.83476	1.5021	218.57	14.178	undefined	undefined	vapor
278.00	3.0000	76.234	0.013118	369.38	408.73	1.6103	0.82945	1.4784	219.71	14.027	undefined	undefined	vapor
279.00	3.0000	75.538	0.013238	370.48	410.20	1.6155	0.82451	1.4563	220.82	13.880	undefined	undefined	vapor
280.00	3.0000	74.865	0.013357	371.57	411.65	1.6207	0.81991	1.4358	221.91	13.735	undefined	undefined	vapor
281.00	3.0000	74.213	0.013475	372.65	413.07	1.6258	0.81564	1.4167	222.98	13.592	undefined	undefined	vapor
282.00	3.0000	73.581	0.013590	373.71	414.48	1.6308	0.81166	1.3989	224.02	13.452	undefined	undefined	vapor
283.00	3.0000	72.968	0.013705	374.76	415.87	1.6357	0.80796	1.3822	225.04	13.315	undefined	undefined	vapor
284.00	3.0000	72.373	0.013817	375.79	417.24	1.6406	0.80451	1.3665	226.05	13.180	undefined	undefined	vapor
285.00	3.0000	71.794	0.013929	376.82	418.60	1.6453	0.80129	1.3518	227.03	13.047	undefined	undefined	vapor
286.00	3.0000	71.231	0.014039	377.83	419.95	1.6501	0.79830	1.3380	227.99	12.916	undefined	undefined	vapor
287.00	3.0000	70.682	0.014148	378.84	421.28	1.6547	0.79550	1.3251	228.94	12.788	undefined	undefined	vapor
288.00	3.0000	70.148	0.014256	379.83	422.60	1.6593	0.79290	1.3128	229.87	12.662	undefined	undefined	vapor
289.00	3.0000	69.627	0.014362	380.82	423.91	1.6638	0.79048	1.3013	230.79	12.538	undefined	undefined	vapor
290.00	3.0000	69.119	0.014468	381.80	425.20	1.6683	0.78822	1.2903	231.69	12.416	undefined	undefined	vapor
291.00	3.0000	68.622	0.014573	382.77	426.49	1.6727	0.78612	1.2800	232.58	12.296	undefined	undefined	vapor
292.00	3.0000	68.137	0.014676	383.73	427.76	1.6771	0.78416	1.2703	233.45	12.178	undefined	undefined	vapor
293.00	3.0000	67.663	0.014779	384.69	429.03	1.6814	0.78233	1.2610	234.31	12.061	undefined	undefined	vapor
294.00	3.0000	67.200	0.014881	385.64	430.28	1.6857	0.78064	1.2522	235.16	11.947	undefined	undefined	vapor
295.00	3.0000	66.747	0.014982	386.59	431.53	1.6899	0.77906	1.2439	236.00	11.835	undefined	undefined	vapor
296.00	3.0000	66.303	0.015082	387.52	432.77	1.6941	0.77760	1.2359	236.83	11.724	undefined	undefined	vapor
297.00	3.0000	65.868	0.015182	388.46	434.00	1.6983	0.77624	1.2284	237.65	11.615	undefined	undefined	vapor
298.00	3.0000	65.442	0.015281	389.39	435.23	1.7024	0.77498	1.2212	238.45	11.508	undefined	undefined	vapor
299.00	3.0000	65.025	0.015379	390.31	436.45	1.7065	0.77381	1.2144	239.25	11.403	undefined	undefined	vapor
300.00	3.0000	64.616	0.015476	391.23	437.66	1.7105	0.77274	1.2079	240.04	11.299	undefined	undefined	vapor
